id	filename	md5	size	state
23da6a7a-5396-4d82-b611-769147f9ce66	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-CN-A63T-01A-11D-A28S-05.gdc_hg38.txt	6942eae3c7578f3e0a727345692985e2	141287792	live
24b4ae96-ff2a-4d92-a4a3-0b957f0f8a6f	jhu-usc.edu_HNSC.HumanMethylation450.10.lvl-3.TCGA-HD-8314-01A-11D-2398-05.gdc_hg38.txt	1410911cb74e59e77d3c026150af7d80	141284736	live
24efa625-2f8a-47ce-8287-6f8cad240ff4	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7373-01A-11D-2014-05.gdc_hg38.txt	9f317eba05d97702eed229912005a7e6	141285533	live
2591c29c-ca4c-4c3d-b679-795ded5b0c6a	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4734-01A-01D-1433-05.gdc_hg38.txt	43b631f0bf4601df67c081dc1d672675	141263631	live
2784b005-94c7-40fb-8c30-eec6ab2ac5d0	jhu-usc.edu_HNSC.HumanMethylation450.18.lvl-3.TCGA-BA-A8YP-01A-11D-A392-05.gdc_hg38.txt	11277be72122651945358e1dc5caa0fb	141296328	live
2850c392-903f-4d30-baf1-a0ed3805b991	jhu-usc.edu_HNSC.HumanMethylation450.13.lvl-3.TCGA-BA-A4IF-01A-11D-A265-05.gdc_hg38.txt	581d07a1646697b7cbaa2fa726489523	141266273	live
30aceacd-4476-4d03-91fd-7fa2a2b17c08	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-H7-A6C4-01A-11D-A30F-05.gdc_hg38.txt	c5eeaa9d85b5e64122366f8ed2e0af58	141274767	live
33b6331c-acaf-49a0-ab00-1be7ffd493aa	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-KU-A6H7-01A-11D-A31M-05.gdc_hg38.txt	598a8a9b00e74467f0d25736040fb5a0	141273776	live
3523cd32-16b5-480d-b521-8fbb3be18d42	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6022-01A-21D-1684-05.gdc_hg38.txt	30f8523f42f8af0c12c3eac6aef4f807	141297544	live
391a2506-e911-4711-8e1d-2c96e6995da4	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-BB-A6UM-01A-12D-A34K-05.gdc_hg38.txt	b81f27ee02a6f3955a939174fee5c046	141297457	live
3dbfd15a-d52d-486a-9b37-0174ebbbf014	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-BA-A6DG-01A-21D-A30F-05.gdc_hg38.txt	0a31783ad2404f66dde1ee8eef3a5e56	141291254	live
3f4b4e4a-7524-412e-852f-197b2fb7f102	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CN-6997-01A-11D-2014-05.gdc_hg38.txt	2c7bbb356272c753a86289d70c7eca00	141298805	live
3fd8be11-fd8c-4836-9959-9aa0390f7ca2	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-BB-A5HU-01A-11D-A28S-05.gdc_hg38.txt	0bbb4eda401f39596c261d1582004f41	141288472	live
45bae34f-184b-4505-a1e7-d5a0f3d59317	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7391-01A-11D-2014-05.gdc_hg38.txt	978441d918dc726d62dddb4524b46a4a	141278342	live
462f3e93-0545-4bac-a915-afc5d69bc036	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-5359-01A-01D-1433-05.gdc_hg38.txt	bd2c3d6ba853668160ec5f16445992e1	141276250	live
47d23b31-bf29-4c8e-8b1b-defb85c1d64f	jhu-usc.edu_HNSC.HumanMethylation450.7.lvl-3.TCGA-CR-6492-01A-12D-2079-05.gdc_hg38.txt	a1c15799302d61e40d940ffff007b5e6	141282713	live
4a81afdf-dd40-4fc4-b2b9-be9e5ba9130a	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-BB-4228-01A-01D-1433-05.gdc_hg38.txt	ee37b2570112600014c530a5dfb08b8b	141287117	live
4e8b50a3-e78f-4170-95a0-2fa678113039	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6024-01A-11D-1684-05.gdc_hg38.txt	76f21638fe085d53f6958ca0be518083	141279232	live
51c918ec-f9fe-46ff-b01d-e2e463c9a07a	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7372-01A-11D-2014-05.gdc_hg38.txt	0be8218020448793251ac70737632292	141289914	live
51c93d63-bbf5-4620-862f-cc6623fc666c	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CN-6998-01A-23D-2014-05.gdc_hg38.txt	c3ed37b6aea101eb896841339942be7b	141284893	live
5240ab3b-2241-43ee-82b4-4b0efa3e5e56	jhu-usc.edu_HNSC.HumanMethylation450.5.lvl-3.TCGA-CN-6989-01A-11D-1913-05.gdc_hg38.txt	45a03518adc4bd3aeff37ef6c14cf06d	141258546	live
55613580-66dd-4202-9b2f-8c87f30f6b04	jhu-usc.edu_HNSC.HumanMethylation450.11.lvl-3.TCGA-CN-A499-01A-11D-A24I-05.gdc_hg38.txt	0cf1288d2bddcf1ffb116e08882139c9	141277166	live
573d8988-e616-4586-ac32-f67cba59393f	jhu-usc.edu_HNSC.HumanMethylation450.13.lvl-3.TCGA-MT-A51W-01A-21D-A265-05.gdc_hg38.txt	0c5e13fff84fee6c7b2d3944da3624b6	141279451	live
5a33cc12-d123-4796-901a-09d84f81556d	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4726-01A-01D-1433-05.gdc_hg38.txt	af3ed26ec04757565330ac1237bb3968	141257574	live
5b811bf0-f34a-4278-ae51-2e17bad10153	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7393-01A-11D-2014-05.gdc_hg38.txt	d9d9f0f054f0f38f726974dd2f3ca913	141294749	live
5b894b54-9372-4a48-a9c9-c5687577d301	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6016-01A-11D-1684-05.gdc_hg38.txt	77f885502f62eb1498775b1015a7f811	141274791	live
5c5dd8f8-2449-40a3-9cc3-f290fa71c5fb	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4725-01A-01D-1433-05.gdc_hg38.txt	ff4ba924b0735abbfc03c92a8322bd6c	141285555	live
60b3fd13-31b4-45cd-8ecb-486f7f6a486a	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-5373-01A-01D-1433-05.gdc_hg38.txt	d3011263b70f0ce0d3f93c19d60736ce	141269732	live
62128399-3648-4205-bed9-1b62a8f65a31	jhu-usc.edu_HNSC.HumanMethylation450.10.lvl-3.TCGA-HD-8635-01A-11D-2398-05.gdc_hg38.txt	459a6f527e126054a1c56dec17dd3b36	141273035	live
6289b24e-bde9-4673-8ebf-e2649d89526e	jhu-usc.edu_HNSC.HumanMethylation450.13.lvl-3.TCGA-BA-A4IH-01A-11D-A265-05.gdc_hg38.txt	9e6aef525ae70c1cb9f88c754233dd8a	141289677	live
642ddd3f-771b-49ae-a527-23e668ff58c2	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-F7-A61V-01A-11D-A28S-05.gdc_hg38.txt	916a5d178ca7a4fefc4c5439f85dfb38	141283318	live
64ef3e07-d6eb-4204-8159-85ac263cbcdc	jhu-usc.edu_HNSC.HumanMethylation450.2.lvl-3.TCGA-CN-5358-01A-01D-1511-05.gdc_hg38.txt	e128adaf4a11a28b4df5662a40dfef57	141282012	live
6517eb8f-574c-4f8d-991b-fc2cce846de4	jhu-usc.edu_HNSC.HumanMethylation450.5.lvl-3.TCGA-CN-6992-01A-11D-1913-05.gdc_hg38.txt	16830a59ef4e8d45a726ca03e990d28a	141287316	live
6c8cadd8-ea35-4019-9e42-10aa06d3c3d2	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4722-01A-01D-1433-05.gdc_hg38.txt	078586462bfa5adf817135b52fc53f48	141248396	live
6feab832-4ac0-4c1a-9812-8040cf2f096b	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-BA-A6DE-01A-22D-A31M-05.gdc_hg38.txt	2038e58feda18824e0815ee3a7d904a4	141284925	live
70d38ce8-1101-4b01-a5ba-375ae03287c0	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7392-01A-11D-2014-05.gdc_hg38.txt	369821be672c921849144457c91db760	141274779	live
7149e16e-c28d-4628-869c-2df83edf513c	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-CN-A641-01A-11D-A30F-05.gdc_hg38.txt	8df1bbdafdc1df162ee54c55a93c5c2c	141306072	live
71cd21f1-48ba-4e94-b516-2e0bf081a821	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6020-01A-11D-1684-05.gdc_hg38.txt	3e3db06eca854bdbd210f7443aa991ed	141280800	live
7bfe6cec-4790-43f2-b39f-e5212200c5b6	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-QK-A6IF-01A-11D-A31M-05.gdc_hg38.txt	2129a8956d3d48a0b899abdbd710f093	141287760	live
7f0c62e1-73d9-4e66-9304-d065b7707729	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4735-01A-01D-1433-05.gdc_hg38.txt	1e24375cb449b2adb9da61fd725a7208	141295466	live
7f22092a-2d4a-49e5-a0b2-71746acfd510	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-BB-A5HY-01A-11D-A28S-05.gdc_hg38.txt	1f7fe15929c65b69b9f74896d2feb5a0	141282224	live
81579afe-f100-436c-a8e1-693238f8f155	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-5374-01A-01D-1433-05.gdc_hg38.txt	207f97e9643fc83b4e8b5bf23699e478	141264085	live
822c0758-a756-4373-a698-6e5e6b2974c5	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7395-01A-11D-2014-05.gdc_hg38.txt	19bea05a6e9366f6bad6ee7ed1926657	141268988	live
879ec86c-056a-4bbd-beab-64ae2dc6c394	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-CN-A63W-01A-11D-A30F-05.gdc_hg38.txt	06750624dcef7c6c4879acc808acda95	141301516	live
8a1becc0-0541-43f1-88c9-9b140afae506	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-QK-A6VC-01A-23D-A34K-05.gdc_hg38.txt	44180712b6246a42ec27cdb2741905cb	141284714	live
8e75163b-2aaf-4d8b-84fb-7c0236be6f41	jhu-usc.edu_HNSC.HumanMethylation450.8.lvl-3.TCGA-CR-7404-01A-11D-2130-05.gdc_hg38.txt	789eae617a652ae34b296951fcfe3b93	141271714	live
8fdcca2b-04c5-40d1-84f6-4879102b5e54	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-CN-4733-01A-02D-1871-05.gdc_hg38.txt	0ade80e8b35c01106ea093a27a0893d9	141268928	live
94912ff5-050b-460a-a9c1-3dca703993de	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-BA-A6DI-01A-11D-A30F-05.gdc_hg38.txt	fb81d20ac339bfe9cfe58a05badf2308	141289578	live
94a7b144-43f7-4ead-8ab2-8b58f82e247b	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CN-5370-01A-01D-2014-05.gdc_hg38.txt	8388a33d676ca2c837cc9715286dbb81	141289340	live
9511da75-76b6-4d3c-9840-2ce0b9f66771	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-TN-A7HL-01A-11D-A34K-05.gdc_hg38.txt	c8ba602dc50744a047c3ec06337f374e	141290712	live
9b645cc7-8c22-488b-86d8-a84f2c7dd519	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-T2-A6X0-01A-11D-A34K-05.gdc_hg38.txt	0d6eb5a815aeb49fc7a20908396d1075	141287939	live
a006cbd3-8fe4-43f0-8e38-5ab4a9af2c73	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-CR-6487-01A-11D-1871-05.gdc_hg38.txt	ef7983090c3fe3fac3c718bc494250df	141265827	live
a1f561da-509d-4732-b3b5-1e110eb615bb	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-CN-A6V6-01A-12D-A34K-05.gdc_hg38.txt	7f20bada8b6868d4088bd63e6912b471	141286364	live
a40cea95-ad08-482d-beee-087c711cb9a4	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-RS-A6TO-01A-32D-A34K-05.gdc_hg38.txt	f79d6b50466beb524f274665d7e398c1	141285510	live
a49796de-36a8-4c3b-baec-e57964307f55	jhu-usc.edu_HNSC.HumanMethylation450.11.lvl-3.TCGA-CN-A49C-01A-11D-A24I-05.gdc_hg38.txt	be6127a9640cfeedad36279650f74e8b	141276282	live
a98b32fd-6104-4bca-86c6-05880cd6395d	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-QK-A6IJ-01A-11D-A31M-05.gdc_hg38.txt	9a09079bd00079f9ec79b8a61751bc5d	141286110	live
abc7cd27-54c9-44ae-a2b3-9bee9d793e30	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-CR-6491-01A-11D-1871-05.gdc_hg38.txt	698a71ad7796eb30aeb3334c81524e81	141267033	live
aee661fc-ab59-48ae-9b9d-362124c77583	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6010-01A-11D-1684-05.gdc_hg38.txt	e8a030257d6a250c6de914f4b772423a	141274741	live
af53741e-18fe-4e6c-b309-b3715b941742	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-T2-A6WZ-01A-21D-A34K-05.gdc_hg38.txt	1767b7552854c728f88ad148d6469cf3	141272475	live
b0ee026e-f430-47d8-ae91-243dc4ff0a9e	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-CR-6480-01A-11D-1871-05.gdc_hg38.txt	43413e96f172e057bf78c5b9f61e3c58	141278794	live
b1b9fc42-624d-4d51-ad16-833ddddb289e	jhu-usc.edu_HNSC.HumanMethylation450.2.lvl-3.TCGA-CR-5250-01A-01D-1511-05.gdc_hg38.txt	63c99f225de8ec64211302eed7b09eb1	141281362	live
b318ab01-26b5-4dab-96b8-64008e4e3b9a	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-HD-A634-01A-11D-A28S-05.gdc_hg38.txt	ec6cc5503794f8dc2e12d2065cca1ef6	141293220	live
babc7ec7-5705-499f-a745-fbde4d11ae41	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-RS-A6TP-01A-12D-A34K-05.gdc_hg38.txt	a67ac629df8dc0b03a567c8ee62df9cd	141207414	live
bc662c47-12c7-4845-9b83-86af84254abc	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-CN-A6V7-01A-12D-A34K-05.gdc_hg38.txt	c943893891e78a508266901d57f0e9b1	141289522	live
bd56b365-533d-45e0-a109-03db450fbee2	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-CN-A642-01A-12D-A30F-05.gdc_hg38.txt	3d626ee0fa4f502aa83468187a07995a	141289014	live
bdade40f-e5eb-41f3-beb7-bee9ca62ec0d	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-BA-A6DL-01A-21D-A30F-05.gdc_hg38.txt	8f1a5587a4d08cd9b1469e5d6186c59d	141292690	live
be868428-ffac-4439-b060-f4cdcaf6b2d5	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-T2-A6X2-01A-12D-A34K-05.gdc_hg38.txt	57d16f8932aaf3285f48b4f77963ca63	141277165	live
beed2879-fa70-4123-b385-7fa36c28d7ab	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-MZ-A7D7-01A-21D-A34K-05.gdc_hg38.txt	897db136863d64b3901d3bdf58e965ca	141289577	live
c14abd88-dc4e-4f1e-9d6f-604299afbec8	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6012-01A-11D-1684-05.gdc_hg38.txt	84c9be03a99addef21b4838713abe007	141277675	live
c248db10-b7c9-48e9-930b-0cecba6773fb	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-DQ-5629-01A-01D-1871-05.gdc_hg38.txt	37e6ea4560e1831ed858273278a44de1	141292417	live
c80de93c-c849-4c71-b03a-218018f6a56b	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6017-01A-11D-1684-05.gdc_hg38.txt	de1a07ee4ae804874520a1bbff6999e2	141270964	live
c8d28005-782f-4693-a553-3f899df2965e	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-H7-A76A-01A-51D-A34K-05.gdc_hg38.txt	0f188a2fbf71cad6abdaefb031bf044a	141284985	live
c9b57cad-3f16-4cdb-9a88-6c4348c9f995	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4731-01A-01D-1433-05.gdc_hg38.txt	addbacaf4da24aba03fa909da14fee25	141277909	live
cbd8c1f1-de89-408d-ad9e-695904b65049	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6023-01A-11D-1684-05.gdc_hg38.txt	9d1e65eae5280a676a52292703a7261e	141277361	live
cd5a2d71-4055-4a82-b26b-9825e063a305	jhu-usc.edu_HNSC.HumanMethylation450.14.lvl-3.TCGA-CN-A63V-01A-11D-A28S-05.gdc_hg38.txt	af8cbe3ade4d6d1c5fc750ef3eedf400	141286832	live
cef3b723-d2d0-40ee-988a-5c1580908b6e	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-BA-A6DB-01A-11D-A30F-05.gdc_hg38.txt	7a0137672b39fc7be94f083c85efdfaa	141282613	live
d3641d4c-9466-4f0b-9a60-71f57b93f389	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7390-01A-11D-2014-05.gdc_hg38.txt	6d8b171e10b3f19e7a74725c2270d15d	141298073	live
d5b22439-87f2-4061-9f9b-e41f085b0a3d	jhu-usc.edu_HNSC.HumanMethylation450.10.lvl-3.TCGA-HD-8224-01A-11D-2398-05.gdc_hg38.txt	cff89be34778327e80acc4af15205eb4	141284742	live
d8d8ac18-9fbd-4755-81e8-05d7a3075eab	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-CN-A63U-01A-11D-A30F-05.gdc_hg38.txt	a74ddf2f96624fee7c108c6d9d828a95	141298877	live
d965edbe-12ef-4c71-8562-735ea962c814	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6013-01A-11D-1684-05.gdc_hg38.txt	75b4482a895e640618afd7d4d1c107e5	141280144	live
da68ee2f-520a-472e-8d18-3f0f5d25e941	jhu-usc.edu_HNSC.HumanMethylation450.2.lvl-3.TCGA-CN-4742-01A-02D-1511-05.gdc_hg38.txt	4b104fcd403b0c7d36fd80fb094fbef2	141280195	live
de6c8cec-0590-4eea-9cb1-cb6098d7a00b	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4737-01A-01D-1433-05.gdc_hg38.txt	d289391c0beb579eda1804a54e3fc195	141290630	live
e16206fe-8a80-424e-a513-5ab569ed6aa6	jhu-usc.edu_HNSC.HumanMethylation450.3.lvl-3.TCGA-CN-6019-01A-11D-1684-05.gdc_hg38.txt	0d50061d718b8abc978aeb07dda79c78	141283047	live
e2113a16-b9b9-485d-be1c-4259176a8c0f	jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CR-7379-01A-11D-2014-05.gdc_hg38.txt	d0deb459bcf265887674492d636c31af	141288720	live
e6203816-e8db-460b-aca5-cc729411e65b	jhu-usc.edu_HNSC.HumanMethylation450.1.lvl-3.TCGA-CN-4728-01A-01D-1433-05.gdc_hg38.txt	6d02ae3e1a5c24bdf0e10266724b2a63	141273948	live
eabe2f90-9913-4ca2-a2e0-09da8f868daa	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-BA-A6D8-01A-31D-A31M-05.gdc_hg38.txt	665db9a04e8b57c32bb90518ff398c41	141288774	live
ec87a4ec-ab75-44ff-b1d7-8706943c8e0e	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-TN-A7HI-01A-11D-A34K-05.gdc_hg38.txt	d803f8971e68681afa9d77c0be6c7c7d	141280299	live
f295ad78-8761-43b3-9ce3-9b3523cb1c73	jhu-usc.edu_HNSC.HumanMethylation450.7.lvl-3.TCGA-DQ-7588-01A-11D-2079-05.gdc_hg38.txt	cca8e77b864d6ddc03d585b75af6c435	141291114	live
f2b1cc43-396f-49de-9993-4393ed6129a6	jhu-usc.edu_HNSC.HumanMethylation450.16.lvl-3.TCGA-BA-A6DD-01A-12D-A31M-05.gdc_hg38.txt	5e95428c455930583b47a1bf2ffcb644	141277038	live
f86e38cd-e52f-4c77-a57c-612feb3a779c	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-CR-6481-01A-11D-1871-05.gdc_hg38.txt	cc3e793b76c943ba7093fa60b8c5b1ba	141277066	live
fdc8ab3b-31d5-409a-b101-7f97952a6792	jhu-usc.edu_HNSC.HumanMethylation450.9.lvl-3.TCGA-HL-7533-01A-11D-2230-05.gdc_hg38.txt	884c90b65bb2b27d14685dd49feeb6b6	141291013	live
fe36651a-0744-4741-b79c-3ffca7bd3a57	jhu-usc.edu_HNSC.HumanMethylation450.8.lvl-3.TCGA-CR-7376-01A-11D-2130-05.gdc_hg38.txt	22cb0801e420e09baaa9a21e70de9fe8	141274721	live
